"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"29165","2","10","71","0","2022","3","",9,63,65,66,608306,0,0,724,"",0.48,0.05,0.05,0.05,0.03,0.00,0.00,0.58,"",2,28.6,-1,-1.6,1,1.6,4,6.5,51956,9.3,0,0.0,0,0.0,48,7.1
"29165","3","10","71","0","2022","3","",85,3200,3652,4263,36369995,494108,2563,755,"",1.90,0.86,0.92,0.99,0.68,0.40,0.43,0.74,"",0,0.0,-59,-1.8,147,4.2,221,5.5,3225749,9.7,165165,50.2,1159,82.5,47,6.6
"29165","5","10","71","0","2022","3","",2902,41765,41916,41307,629596469,73700502,1083062,1162,"",0.99,1.05,1.05,1.04,1.07,1.02,1.00,1.02,"",110,3.9,2762,7.1,2608,6.6,2818,7.3,114603131,22.3,8931314,13.8,320782,42.1,144,14.1
"29167","0","10","70","0","2022","3","",759,9088,9248,9520,103651494,10873316,136647,859,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,1.3,-74,-0.8,5,0.1,63,0.7,11147087,12.1,-936569,-7.9,-7829,-5.4,93,12.1
"29167","1","10","71","0","2022","3","",15,69,65,66,944632,0,0,1090,"",3.77,0.39,0.37,0.37,0.35,0.00,0.00,0.93,"",0,0.0,-5,-6.8,-7,-9.7,-8,-10.8,83740,9.7,0,0.0,0,0.0,187,20.7
"29167","2","10","71","0","2022","3","",8,92,90,85,912436,0,0,789,"",1.71,0.34,0.33,0.29,0.27,0.00,0.00,0.83,"",0,0.0,3,3.4,2,2.3,-1,-1.2,-2122,-0.2,0,0.0,0,0.0,-13,-1.6
"29167","3","10","71","0","2022","3","",40,2098,2283,2509,30120976,57506,507,1009,"",3.57,2.82,2.87,2.82,3.73,0.32,0.68,1.31,"",1,2.6,-92,-4.2,32,1.4,105,4.4,3336026,12.5,10880,23.3,113,28.7,106,11.7
"29167","5","10","71","0","2022","3","",696,6829,6810,6860,71673450,10815810,136140,807,"",0.94,0.86,0.85,0.84,0.80,1.02,1.00,0.94,"",9,1.3,20,0.3,-22,-0.3,-33,-0.5,7729443,12.1,-947449,-8.1,-7942,-5.5,88,12.2
"29169","0","10","70","0","2022","3","",859,12347,13179,13391,140867126,14384545,154131,835,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,2.1,290,2.4,391,3.1,391,3.0,2276114,1.6,749846,5.5,22239,16.9,-10,-1.2
"29169","1","10","71","0","2022","3","",34,3387,3397,3377,53043298,0,0,1205,"",7.55,14.26,13.54,13.28,14.52,0.00,0.00,1.06,"",1,3.0,-17,-0.5,-6,-0.2,-8,-0.2,-6666413,-11.2,0,0.0,0,0.0,-147,-10.9
"29169","2","10","71","0","2022","3","",10,118,116,120,1211464,0,0,790,"",1.89,0.32,0.30,0.30,0.26,0.00,0.00,0.86,"",1,11.1,9,8.3,6,5.5,11,10.1,126140,11.6,0,0.0,0,0.0,26,3.4
"29169","3","10","71","0","2022","3","",58,903,1637,1817,16374837,497107,1762,867,"",4.57,0.89,1.44,1.45,1.49,2.06,2.08,1.16,"",0,0.0,3,0.3,7,0.4,-40,-2.2,1016156,6.6,96301,24.0,-411,-18.9,59,7.3
"29169","5","10","71","0","2022","3","",757,7939,8029,8077,70237527,13887438,152369,674,"",0.90,0.74,0.70,0.70,0.58,0.99,0.99,0.81,"",16,2.2,295,3.9,384,5.0,428,5.6,7800231,12.5,653545,4.9,22650,17.5,46,7.3
"29171","0","10","70","0","2022","3","",131,889,918,882,8235636,908541,7534,707,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,2.3,10,1.1,14,1.5,4,0.5,860393,11.7,53738,6.3,-1340,-15.1,67,10.5
"29171","1","10","71","0","2022","3","",7,23,20,23,259597,0,0,908,"",10.20,1.34,1.14,1.37,1.22,0.00,0.00,0.94,"",0,0.0,5,27.8,-1,-4.8,2,9.5,24101,10.2,0,0.0,0,0.0,2,0.2
"29171","2","10","71","0","2022","3","",5,21,21,20,200546,0,0,746,"",6.20,0.79,0.77,0.75,0.74,0.00,0.00,0.96,"",0,0.0,0,0.0,0,0.0,-1,-4.8,15074,8.1,0,0.0,0,0.0,67,9.9
"29171","3","10","71","0","2022","3","",18,342,371,352,3311855,234146,84,718,"",9.30,4.70,4.70,4.28,5.16,15.36,2.03,1.14,"",0,0.0,22,6.9,25,7.2,19,5.7,512526,18.3,102617,78.0,-159,-65.4,71,11.0
"29171","5","10","71","0","2022","3","",101,503,506,487,4463638,674395,7450,689,"",0.79,0.65,0.64,0.64,0.63,0.76,1.00,0.98,"",3,3.1,-17,-3.3,-10,-1.9,-16,-3.2,308692,7.4,-48879,-6.8,-1181,-13.7,66,10.6
"29173","0","10","70","0","2022","3","",259,3588,3539,3462,44904141,4114482,46931,979,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,2.4,-49,-1.3,-47,-1.3,-58,-1.6,2137454,5.0,-38893,-0.9,820,1.8,60,6.5
"29173","1","10","71","0","2022","3","",7,26,26,29,405916,0,0,1156,"",5.16,0.38,0.39,0.44,0.35,0.00,0.00,0.87,"",0,0.0,4,18.2,3,13.0,3,11.5,89952,28.5,0,0.0,0,0.0,129,12.6
"29173","2","10","71","0","2022","3","",4,21,21,21,207829,0,0,761,"",2.51,0.20,0.20,0.20,0.14,0.00,0.00,0.70,"",0,0.0,-1,-4.5,-1,-4.5,0,0.0,9941,5.0,0,0.0,0,0.0,58,8.3
"29173","3","10","71","0","2022","3","",15,299,305,296,3227242,114751,887,827,"",3.92,1.02,1.00,0.92,0.92,1.66,3.44,0.94,"",-1,-6.2,-7,-2.3,7,2.3,-2,-0.7,29091,0.9,-11097,-8.8,44,5.2,9,1.1
"29173","5","10","71","0","2022","3","",233,3242,3187,3116,41063154,3999731,46044,993,"",0.92,1.04,1.04,1.05,1.06,1.00,0.99,1.02,"",7,3.1,-45,-1.4,-56,-1.7,-59,-1.9,2008470,5.1,-27796,-0.7,776,1.7,64,6.9
"29175","0","10","70","0","2022","3","",660,9204,9214,9752,108367766,14128671,142949,888,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",15,2.3,209,2.3,5,0.1,263,2.8,11345209,11.7,-292403,-2.0,22636,18.8,79,9.8
"29175","1","10","71","0","2022","3","",13,67,71,71,983958,0,0,1086,"",3.76,0.38,0.40,0.38,0.35,0.00,0.00,0.90,"",0,0.0,0,0.0,4,6.0,5,7.6,208642,26.9,0,0.0,0,0.0,191,21.3
"29175","2","10","71","0","2022","3","",11,397,393,391,4058901,0,0,793,"",2.71,1.45,1.43,1.32,1.13,0.00,0.00,0.81,"",2,22.2,-16,-3.9,-18,-4.4,-17,-4.2,50195,1.3,0,0.0,0,0.0,42,5.6
"29175","3","10","71","0","2022","3","",48,919,956,1506,10601348,258575,1104,724,"",4.92,1.22,1.21,1.65,1.26,1.09,1.41,0.91,"",0,0.0,-38,-4.0,-199,-17.2,-18,-1.2,713864,7.2,6828,2.7,263,31.3,96,15.3
"29175","5","10","71","0","2022","3","",588,7821,7794,7784,92723559,13870096,141845,914,"",0.91,0.98,0.98,0.93,0.99,1.01,1.00,1.03,"",13,2.3,263,3.5,218,2.9,293,3.9,10372508,12.6,-299231,-2.1,22373,18.7,74,8.8
"29177","0","10","70","0","2022","3","",458,3931,3908,4036,42267249,4576485,52532,821,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,3.2,-20,-0.5,-56,-1.4,-6,-0.1,2890460,7.3,107105,2.4,7162,15.8,61,8.0
"29177","1","10","71","0","2022","3","",11,49,46,46,847778,0,0,1388,"",4.58,0.65,0.62,0.60,0.77,0.00,0.00,1.24,"",1,10.0,0,0.0,-1,-2.1,0,0.0,250336,41.9,0,0.0,0,0.0,417,42.9
"29177","2","10","71","0","2022","3","",8,49,51,49,532726,0,0,825,"",2.84,0.42,0.44,0.40,0.38,0.00,0.00,0.91,"",0,0.0,-2,-3.9,-1,-1.9,-5,-9.3,54787,11.5,0,0.0,0,0.0,122,17.4
"29177","3","10","71","0","2022","3","",50,1098,1077,1193,11380353,307646,560,780,"",7.39,3.41,3.20,3.17,3.46,4.01,1.94,1.06,"",0,0.0,5,0.5,-23,-2.1,28,2.4,665391,6.2,-18148,-5.6,-440,-44.0,44,6.0
"29177","5","10","71","0","2022","3","",389,2735,2734,2748,29506392,4268839,51972,829,"",0.87,0.80,0.81,0.79,0.81,0.96,1.00,1.01,"",13,3.5,-23,-0.8,-31,-1.1,-29,-1.0,1919946,7.0,125253,3.0,7602,17.1,62,8.1
"29179","0","10","70","0","2022","3","",262,1739,1718,1839,19061663,2325128,35217,831,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.2,-88,-4.8,-106,-5.8,-42,-2.2,1090168,6.1,-73067,-3.0,-3394,-8.8,81,10.8
"29179","1","10","71","0","2022","3","",8,17,16,17,173216,0,0,799,"",5.83,0.51,0.49,0.49,0.35,0.00,0.00,0.71,"",0,0.0,0,0.0,-1,-5.9,0,0.0,23679,15.8,0,0.0,0,0.0,122,18.0
"29179","2","10","71","0","2022","3","",3,38,37,36,378426,0,0,787,"",1.86,0.73,0.72,0.65,0.60,0.00,0.00,0.86,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29179","3","10","71","0","2022","3","",16,158,157,329,1534610,154101,883,550,"",4.13,1.11,1.06,1.92,1.03,3.95,4.56,0.74,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29179","5","10","71","0","2022","3","",235,1526,1508,1457,16975411,2171027,34334,872,"",0.92,1.01,1.01,0.92,1.03,0.96,0.98,1.05,"",4,1.7,-72,-4.5,-44,-2.8,-35,-2.3,1055598,6.6,-87936,-3.9,-3788,-9.9,81,10.2
"29181","0","10","70","0","2022","3","",678,2684,2787,2912,19732130,4545628,64940,543,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",55,8.8,139,5.5,187,7.2,158,5.7,2399842,13.8,37609,0.8,-7850,-10.8,37,7.3
"29181","1","10","71","0","2022","3","",8,54,55,57,1189168,0,0,1653,"",2.25,1.05,1.04,1.03,2.32,0.00,0.00,2.24,"",0,0.0,-11,-16.9,-1,-1.8,3,5.6,210687,21.5,0,0.0,0,0.0,363,28.1
"29181","2","10","71","0","2022","3","",8,41,43,45,360791,0,0,645,"",1.92,0.51,0.52,0.51,0.55,0.00,0.00,1.08,"",1,14.3,-1,-2.4,2,4.9,4,9.8,10445,3.0,0,0.0,0,0.0,-7,-1.1
"29181","3","10","71","0","2022","3","",17,231,338,465,2445746,156469,981,546,"",1.70,1.05,1.41,1.71,1.59,2.05,2.75,1.12,"",1,6.2,40,20.9,66,24.3,14,3.1,226158,10.2,-29155,-15.7,127,14.9,-14,-2.5
"29181","5","10","71","0","2022","3","",645,2358,2351,2345,15736425,4389159,63959,515,"",0.98,1.01,0.98,0.94,0.92,0.99,0.99,0.95,"",53,9.0,111,4.9,120,5.4,137,6.2,1952552,14.2,66764,1.5,-7977,-11.1,39,8.2
"29183","0","10","70","0","2022","3","",10600,151403,155590,157493,2145244566,221591538,2920265,1066,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",282,2.7,3091,2.1,3741,2.5,3259,2.1,259595096,13.8,7486530,3.5,341964,13.3,108,11.3
"29183","1","10","71","0","2022","3","",28,803,820,831,17227293,0,0,1620,"",0.50,0.28,0.28,0.28,0.31,0.00,0.00,1.12,"",-1,-3.4,11,1.4,48,6.2,34,4.3,3560324,26.1,0,0.0,0,0.0,284,21.3
"29183","2","10","71","0","2022","3","",21,578,581,578,5833731,0,0,775,"",0.32,0.13,0.13,0.12,0.08,0.00,0.00,0.66,"",-1,-4.5,-5,-0.9,-6,-1.0,-5,-0.9,542045,10.2,0,0.0,0,0.0,78,11.2
"29183","3","10","71","0","2022","3","",205,9163,12886,16094,152226339,180374,775,921,"",1.31,0.74,0.96,1.10,0.91,0.05,0.05,0.97,"",1,0.5,-285,-3.0,447,3.6,21,0.1,7060363,4.9,14243,8.6,-258,-25.0,38,4.3
"29183","5","10","71","0","2022","3","",10346,140859,141303,139990,1969957203,221411164,2919490,1077,"",1.00,1.07,1.05,1.04,1.06,1.03,1.01,1.01,"",283,2.8,3370,2.5,3252,2.4,3209,2.3,248432364,14.4,7472287,3.5,342222,13.3,113,11.7
"29185","0","10","70","0","2022","3","",217,1554,1563,1671,13788528,1971405,22771,665,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,3.3,51,3.4,46,3.0,68,4.2,1492044,12.1,-113673,-5.5,1927,9.2,51,8.3
"29185","1","10","71","0","2022","3","",8,37,38,37,477729,0,0,984,"",7.04,1.24,1.28,1.17,1.34,0.00,0.00,1.09,"",0,0.0,-8,-17.8,-7,-15.6,-3,-7.5,47111,10.9,0,0.0,0,0.0,220,28.8
"29185","2","10","71","0","2022","3","",4,25,25,25,255777,0,0,787,"",3.00,0.54,0.54,0.49,0.56,0.00,0.00,1.07,"",0,0.0,1,4.2,1,4.2,0,0.0,27965,12.3,0,0.0,0,0.0,67,9.3
"29185","3","10","71","0","2022","3","",23,313,339,429,3229977,70461,2661,690,"",7.17,2.46,2.52,2.75,3.01,2.13,21.27,1.16,"",0,0.0,16,5.4,11,3.4,-6,-1.4,315457,10.8,-28312,-28.7,250,10.4,55,8.7
"29185","5","10","71","0","2022","3","",182,1179,1161,1180,9825045,1900944,20110,644,"",0.86,0.87,0.86,0.82,0.83,0.99,0.89,0.97,"",7,4.0,42,3.7,41,3.7,77,7.0,1101511,12.6,-85361,-4.3,1677,9.1,45,7.5
"29186","0","10","70","0","2022","3","",490,5979,5926,6067,77967547,7083518,88589,1001,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,3.8,302,5.3,209,3.7,220,3.8,10441619,15.5,522690,8.0,9229,11.6,97,10.7
"29186","1","10","71","0","2022","3","",6,31,35,33,503425,0,0,1173,"",2.34,0.27,0.31,0.29,0.25,0.00,0.00,0.86,"",1,20.0,5,19.2,9,34.6,7,26.9,171981,51.9,0,0.0,0,0.0,192,19.6
"29186","2","10","71","0","2022","3","",8,45,44,42,389173,0,0,686,"",2.65,0.25,0.25,0.23,0.15,0.00,0.00,0.62,"",1,14.3,-1,-2.2,-3,-6.4,-5,-10.6,44256,12.8,0,0.0,0,0.0,117,20.6
"29186","3","10","71","0","2022","3","",36,897,897,1093,11819801,87209,429,945,"",4.97,1.83,1.76,1.93,1.95,0.73,0.88,1.06,"",-3,-7.7,14,1.6,-4,-0.4,28,2.6,885855,8.1,-18183,-17.3,-65,-13.2,59,6.7
"29186","5","10","71","0","2022","3","",440,5006,4950,4899,65255148,6996309,88160,1014,"",0.92,0.96,0.97,0.94,0.97,1.01,1.00,1.01,"",19,4.5,284,6.0,207,4.4,190,4.0,9339527,16.7,540873,8.4,9294,11.8,104,11.4
"29187","0","10","70","0","2022","3","",1816,21462,22134,22397,213375373,27877569,335363,746,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",109,6.4,68,0.3,259,1.2,142,0.6,18267790,9.4,990839,3.7,57141,20.5,59,8.6
"29187","1","10","71","0","2022","3","",15,152,152,157,2840957,0,0,1422,"",1.58,0.37,0.36,0.37,0.51,0.00,0.00,1.40,"",-1,-6.2,14,10.1,10,7.0,7,4.7,617504,27.8,0,0.0,0,0.0,229,19.2
"29187","2","10","71","0","2022","3","",17,2595,2664,2671,25613636,0,0,745,"",1.52,4.05,4.04,3.93,3.63,0.00,0.00,0.91,"",-2,-10.5,54,2.1,108,4.2,42,1.6,2920140,12.9,0,0.0,0,0.0,67,9.9
"29187","3","10","71","0","2022","3","",71,1876,2645,2908,23156475,474103,2933,719,"",2.65,1.07,1.39,1.39,1.39,1.01,1.59,1.08,"",-1,-1.4,9,0.5,126,5.0,-7,-0.2,926935,4.2,-63421,-11.8,7,0.2,16,2.3
"29187","5","10","71","0","2022","3","",1713,16839,16673,16661,161764305,27403466,332430,744,"",0.97,0.90,0.87,0.87,0.88,1.01,1.00,1.00,"",113,7.1,-9,-0.1,15,0.1,100,0.6,13803211,9.3,1054260,4.0,57134,20.8,62,9.1
"29189","0","10","70","0","2022","3","",44614,587156,590393,590390,10356067633,773678279,9471757,1352,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2475,5.9,12129,2.1,12338,2.1,12844,2.2,990111813,10.6,45838940,6.3,1137777,13.7,103,8.2
"29189","1","10","71","0","2022","3","",72,6093,5943,5980,113504051,0,0,1454,"",0.31,0.54,0.53,0.53,0.42,0.00,0.00,0.79,"",0,0.0,315,5.5,148,2.6,147,2.5,15946189,16.3,0,0.0,0,0.0,161,12.5
"29189","2","10","71","0","2022","3","",31,4927,4927,5077,61395864,0,0,949,"",0.11,0.28,0.28,0.28,0.18,0.00,0.00,0.64,"",2,6.9,-73,-1.5,28,0.6,-131,-2.5,3677281,6.4,0,0.0,0,0.0,67,7.6
"29189","3","10","71","0","2022","3","",763,27248,33142,39333,474656080,1033534,5170,1098,"",1.16,0.57,0.65,0.71,0.59,0.08,0.10,0.91,"",3,0.4,276,1.0,245,0.7,-190,-0.5,32390876,7.3,-64334,-5.9,-2169,-29.6,71,6.9
"29189","5","10","71","0","2022","3","",43748,548888,546381,540000,9706511638,772644745,9466587,1370,"",1.01,1.08,1.07,1.07,1.09,1.02,1.01,1.01,"",2470,6.0,11611,2.2,11917,2.2,13018,2.5,938097467,10.7,45903274,6.3,1139946,13.7,104,8.2
"29195","0","10","70","0","2022","3","",644,7976,8211,8800,95576373,9620933,87278,883,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.5,158,2.0,242,3.0,151,1.7,12262180,14.7,1125444,13.2,10378,13.5,96,12.2
"29195","1","10","71","0","2022","3","",12,63,61,63,1004926,0,0,1240,"",3.56,0.41,0.39,0.38,0.41,0.00,0.00,1.03,"",-1,-7.7,-2,-3.1,-10,-14.1,-12,-16.0,85151,9.3,0,0.0,0,0.0,234,23.3
"29195","2","10","71","0","2022","3","",16,425,438,444,4285000,0,0,757,"",4.04,1.79,1.79,1.66,1.36,0.00,0.00,0.78,"",3,23.1,-9,-2.1,19,4.5,32,7.8,761039,21.6,0,0.0,0,0.0,114,17.7
"29195","3","10","71","0","2022","3","",71,589,699,1112,7753258,157482,599,746,"",7.46,0.90,0.99,1.35,1.04,0.98,1.25,0.94,"",-1,-1.4,-5,-0.8,0,0.0,3,0.3,850441,12.3,20129,14.7,302,101.7,83,12.5
"29195","5","10","71","0","2022","3","",545,6899,7013,7181,82533189,9463451,86679,903,"",0.87,1.00,0.99,0.95,1.00,1.01,1.00,1.02,"",2,0.4,174,2.6,233,3.4,128,1.8,10565549,14.7,1105315,13.2,10076,13.2,95,11.8
"29197","0","10","70","0","2022","3","",100,520,510,620,4472736,571253,8768,626,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,5.3,45,9.5,24,4.9,44,7.6,501331,12.6,-43923,-7.1,148,1.7,30,5.0
"29197","1","10","71","0","2022","3","",7,26,24,27,325748,0,0,976,"",13.36,2.60,2.47,2.29,2.81,0.00,0.00,1.15,"",0,0.0,0,0.0,-4,-14.3,-1,-3.6,25966,8.7,0,0.0,0,0.0,132,15.6
"29197","2","10","71","0","2022","3","",4,16,16,16,160973,0,0,774,"",6.50,1.03,1.05,0.85,1.09,0.00,0.00,1.12,"",1,33.3,1,6.7,1,6.7,1,6.7,15032,10.3,0,0.0,0,0.0,26,3.5
"29197","3","10","71","0","2022","3","",14,181,178,277,1470972,102130,1124,534,"",9.47,4.26,4.06,4.79,4.22,10.66,23.33,0.95,"",0,0.0,24,15.3,22,14.1,31,12.6,308374,26.5,-7272,-6.6,262,30.4,54,11.2
"29197","5","10","71","0","2022","3","",75,297,292,300,2515043,469123,7644,653,"",0.77,0.66,0.66,0.56,0.65,0.84,0.88,1.04,"",4,5.6,20,7.2,5,1.7,13,4.5,151959,6.4,-36651,-7.2,-114,-1.5,12,1.9
"29199","0","10","70","0","2022","3","",149,1123,1106,1131,11097188,1177507,12349,762,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,3.5,95,9.2,-11,-1.0,9,0.8,855079,8.3,137995,13.3,3302,36.5,39,5.4
"29199","1","10","71","0","2022","3","",5,19,17,19,237061,0,0,995,"",6.40,0.88,0.81,0.88,0.82,0.00,0.00,0.96,"",0,0.0,0,0.0,-1,-5.6,1,5.6,19733,9.1,0,0.0,0,0.0,83,9.1
"29199","2","10","71","0","2022","3","",6,55,56,56,527683,4570,0,729,"",6.54,1.64,1.70,1.63,1.44,0.44,0.00,0.87,"",0,0.0,5,10.0,4,7.7,8,16.7,77664,17.3,863,23.3,0,0.0,37,5.3
"29199","3","10","71","0","2022","3","",10,386,384,388,4599760,103274,239,917,"",4.54,4.20,4.03,3.68,5.32,5.23,3.52,1.35,"",-1,-9.1,61,18.8,-31,-7.5,-46,-10.6,41665,0.9,-2039,-1.9,149,165.6,21,2.3
"29199","5","10","71","0","2022","3","",128,663,649,668,5732684,1069663,12110,668,"",0.88,0.68,0.68,0.69,0.60,0.93,0.99,0.88,"",6,4.9,29,4.6,17,2.7,46,7.4,716017,14.3,139171,15.0,3153,35.2,55,9.0
"29201","0","10","70","0","2022","3","",1377,15472,15861,16159,182423989,21052169,297060,886,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,1.5,151,1.0,301,1.9,368,2.3,18719990,11.4,356360,1.7,58115,24.3,77,9.5
"29201","1","10","71","0","2022","3","",13,88,89,90,1518575,0,0,1313,"",1.80,0.30,0.29,0.29,0.32,0.00,0.00,1.09,"",-1,-7.1,-10,-10.2,-9,-9.2,-6,-6.2,192569,14.5,0,0.0,0,0.0,265,25.3
"29201","2","10","71","0","2022","3","",20,541,546,555,5439611,0,0,764,"",2.36,1.17,1.15,1.13,0.90,0.00,0.00,0.78,"",0,0.0,-10,-1.8,-5,-0.9,20,3.7,444103,8.9,0,0.0,0,0.0,60,8.5
"29201","3","10","71","0","2022","3","",68,1040,1399,1680,13897455,382338,1274,779,"",3.34,0.82,1.02,1.11,0.98,1.08,0.78,0.98,"",0,0.0,68,7.0,123,9.6,52,3.2,1757381,14.5,103099,36.9,153,13.6,56,7.7
"29201","5","10","71","0","2022","3","",1276,13803,13827,13834,161568348,20669831,295786,899,"",0.95,1.03,1.01,1.00,1.03,1.01,1.00,1.02,"",21,1.7,103,0.8,192,1.4,302,2.2,16325937,11.2,253261,1.2,57962,24.4,79,9.6
"29203","0","10","70","0","2022","3","",237,1520,1530,1576,12991752,2875042,56056,648,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,4.9,48,3.3,65,4.4,24,1.5,1869445,16.8,206023,7.7,1989,3.7,76,13.3
"29203","1","10","71","0","2022","3","",7,16,15,19,248247,0,0,1146,"",5.64,0.55,0.52,0.63,0.74,0.00,0.00,1.30,"",0,0.0,2,14.3,1,7.1,4,26.7,59615,31.6,0,0.0,0,0.0,134,13.2
"29203","2","10","71","0","2022","3","",6,47,47,45,447411,0,0,743,"",4.11,1.04,1.03,0.94,1.04,0.00,0.00,1.04,"",0,0.0,-2,-4.1,1,2.2,-2,-4.3,26746,6.4,0,0.0,0,0.0,59,8.6
"29203","3","10","71","0","2022","3","",10,131,123,248,1264252,91671,585,581,"",2.86,1.05,0.93,1.69,1.25,1.90,1.90,1.00,"",0,0.0,7,5.6,3,2.5,-2,-0.8,109195,9.5,8444,10.1,53,10.0,41,7.6
"29203","5","10","71","0","2022","3","",214,1326,1345,1264,11031842,2783371,55471,647,"",0.93,1.00,1.02,0.94,0.98,0.99,1.00,1.00,"",11,5.4,41,3.2,60,4.7,24,1.9,1673889,17.9,197579,7.6,1936,3.6,80,14.1
"29205","0","10","70","0","2022","3","",197,1638,1668,1800,17478329,1522738,22356,790,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.5,22,1.4,45,2.8,43,2.4,2072954,13.5,126985,9.1,3192,16.7,78,11.0
"29205","1","10","71","0","2022","3","",9,29,31,31,425626,0,0,1079,"",8.72,0.92,0.98,0.91,0.94,0.00,0.00,1.00,"",0,0.0,-1,-3.3,-1,-3.1,1,3.3,56068,15.2,0,0.0,0,0.0,152,16.4
"29205","2","10","71","0","2022","3","",5,31,31,32,321545,0,0,789,"",4.12,0.63,0.62,0.59,0.56,0.00,0.00,0.91,"",0,0.0,-3,-8.8,-3,-8.8,-2,-5.9,-4964,-1.5,0,0.0,0,0.0,50,6.8
"29205","3","10","71","0","2022","3","",19,337,349,492,3106115,15154,20,608,"",6.53,2.52,2.43,2.93,2.28,0.59,0.16,0.86,"",0,0.0,-19,-5.3,-16,-4.4,-11,-2.2,157347,5.3,8269,120.1,14,233.3,52,9.4
"29205","5","10","71","0","2022","3","",164,1241,1257,1245,13625043,1507584,22336,840,"",0.85,0.87,0.87,0.81,0.90,1.02,1.01,1.06,"",3,1.9,45,3.8,65,5.5,55,4.6,1864503,15.9,118716,8.5,3178,16.6,81,10.7
"29207","0","10","70","0","2022","3","",905,10111,10198,10420,115292182,13694183,181571,866,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.4,152,1.5,97,1.0,34,0.3,12933018,12.6,-187544,-1.4,2064,1.1,90,11.6
"29207","1","10","71","0","2022","3","",17,138,135,136,2195279,0,0,1239,"",3.58,0.71,0.70,0.69,0.73,0.00,0.00,1.05,"",-1,-5.6,-10,-6.8,-15,-10.0,-11,-7.5,43126,2.0,0,0.0,0,0.0,123,11.0
"29207","2","10","71","0","2022","3","",12,113,109,112,1021281,0,0,706,"",2.15,0.37,0.36,0.35,0.27,0.00,0.00,0.74,"",2,20.0,0,0.0,-5,-4.4,0,0.0,55086,5.7,0,0.0,0,0.0,48,7.3
"29207","3","10","71","0","2022","3","",64,886,1049,1204,8942496,133443,687,657,"",4.79,1.07,1.20,1.24,1.00,0.58,0.69,0.85,"",-1,-1.5,70,8.6,33,3.2,0,0.0,642236,7.7,7500,6.0,95,16.0,26,4.1
"29207","5","10","71","0","2022","3","",812,8974,8905,8968,103133126,13560740,180884,887,"",0.92,1.02,1.01,1.00,1.04,1.02,1.00,1.03,"",4,0.5,92,1.0,84,1.0,45,0.5,12192570,13.4,-195044,-1.4,1969,1.1,99,12.6
"29209","0","10","70","0","2022","3","",837,7360,7232,7380,68514079,14228164,448340,720,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",46,5.8,538,7.9,514,7.7,433,6.2,10542125,18.2,462163,3.4,27028,6.4,67,10.3
